Transaction_ID,Date,Raw_Description,Category,Amount,Card,Source_Type,Currency,Is_Fraud,Is_Recurring
TXN02833,2019-01-06 15:32:16,Beer-jast,Kids Pets,41.91,Revolut,digital_wallet,USD,False,True
TXN03930,2019-01-06 17:43:53,Bradtke,Personal Care,94.47,PayPal,digital_wallet,USD,False,True
TXN03970,2019-01-06 18:44:12,Marvin-lind,Personal Care,2.41,PayPal,digital_wallet,USD,False,True
TXN04977,2019-01-06 19:10:21,Reichel,Travel,2.05,Visa Classic,credit_card,USD,False,True
TXN00431,2019-01-06 20:58:43,Runte-mohr,Food Dining,4.84,PayPal,digital_wallet,USD,False,True
TXN00963,2019-01-07 03:40:42,Christiansen,Gas Transport,67.09,Mastercard Gold,credit_card,USD,False,True
TXN03568,2019-01-07 10:08:00,Balistreri-nader,Misc,570.02,Trade Republic,investment_account,USD,False,True
TXN03055,2019-01-07 13:11:50,Bednar Plc,Kids Pets,33.57,Mastercard Gold,credit_card,USD,False,True
TXN02945,2019-01-07 16:03:49,Bode-schuster,Kids Pets,140.39,Trade Republic,investment_account,USD,False,True
TXN04824,2019-01-07 23:21:05,Swaniawski,Shopping,8.8,PayPal,digital_wallet,USD,False,True
TXN04517,2019-01-08 00:17:01,Barrows Plc,Shopping,155.25,Revolut,digital_wallet,USD,False,True
TXN00962,2019-01-08 00:46:56,Prohaska-murray,Gas Transport,23.37,Mastercard Gold,credit_card,USD,False,True
TXN01456,2019-01-08 06:00:18,Rau And Sons,Grocery,171.82,Trade Republic,investment_account,USD,False,True
TXN01776,2019-01-08 07:09:39,Heidenreich Plc,Grocery,126.06,Revolut,digital_wallet,USD,False,True
TXN00929,2019-01-08 07:53:48,Kutch,Gas Transport,57.91,Visa Classic,credit_card,USD,False,True
TXN00944,2019-01-08 09:25:45,Parisian And Sons,Gas Transport,65.58,Visa Classic,credit_card,USD,False,True
TXN03931,2019-01-08 12:38:47,Bins-howell,Personal Care,7.07,PayPal,digital_wallet,USD,False,True
TXN04688,2019-01-08 14:55:45,Goyette,Shopping,1.55,Visa Classic,credit_card,USD,False,True
TXN00223,2019-01-08 20:53:41,Howe Plc,Entertainment,5.64,Visa Classic,credit_card,USD,False,True
TXN02312,2019-01-08 21:20:06,Kutch-wilderman,Home,48.8,Visa Classic,credit_card,USD,False,True
TXN00894,2019-01-09 00:20:50,Huels-nolan,Gas Transport,88.08,Revolut,digital_wallet,USD,False,True
TXN01826,2019-01-09 02:24:40,Rowe,Grocery,98.48,Visa Classic,credit_card,USD,False,True
TXN04528,2019-01-09 08:06:40,Denesik And Sons,Shopping,775.96,Mastercard Gold,credit_card,USD,False,True
TXN04742,2019-01-09 10:01:03,Okuneva,Shopping,9.82,PayPal,digital_wallet,USD,False,True
TXN02434,2019-01-09 15:11:29,Champlin-casper,Home,95.4,Revolut,digital_wallet,USD,False,True
TXN04358,2019-01-09 19:06:06,Reichert,Shopping,113.62,Visa Classic,credit_card,USD,False,True
TXN04259,2019-01-10 01:49:04,Greenholt,Shopping,2.79,Trade Republic,investment_account,USD,False,True
TXN00785,2019-01-10 09:07:44,Harber Inc,Gas Transport,85.91,Revolut,digital_wallet,USD,False,True
TXN02593,2019-01-10 18:46:49,Reilly Llc,Home,87.0,PayPal,digital_wallet,USD,False,True
TXN00467,2019-01-10 20:57:51,Schulist Ltd,Food Dining,57.68,Trade Republic,investment_account,USD,False,True
TXN01607,2019-01-11 05:36:09,Kunze Inc,Grocery,104.65,Mastercard Gold,credit_card,USD,False,True
TXN00189,2019-01-11 05:59:01,Kassulke Inc,Entertainment,18.87,Trade Republic,investment_account,USD,False,True
TXN02818,2019-01-11 14:37:11,Bernier And Sons,Kids Pets,16.68,Revolut,digital_wallet,USD,False,True
TXN00830,2019-01-12 05:12:29,Schaefer,Gas Transport,73.54,Trade Republic,investment_account,USD,False,True
TXN00791,2019-01-12 10:28:15,Bartoletti-wunsch,Gas Transport,47.1,Mastercard Gold,credit_card,USD,False,True
TXN04766,2019-01-12 13:54:43,Daugherty,Shopping,8.93,PayPal,digital_wallet,USD,False,True
TXN02556,2019-01-12 21:56:54,Jakubowski Inc,Home,84.95,Trade Republic,investment_account,USD,False,True
TXN01382,2019-01-13 06:08:52,Mccullough Group,Grocery,33.43,Mastercard Gold,credit_card,USD,False,False
TXN01713,2019-01-13 07:13:08,Heller,Grocery,71.65,Revolut,digital_wallet,USD,False,True
TXN01847,2019-01-13 07:38:40,Barton Inc,Grocery,114.83,Mastercard Gold,credit_card,USD,False,True
TXN03422,2019-01-13 13:56:09,Herman Inc,Misc,8.95,Revolut,digital_wallet,USD,False,True
TXN00579,2019-01-13 15:30:13,Koss,Food Dining,48.86,PayPal,digital_wallet,USD,False,True
TXN01423,2019-01-14 05:32:23,Kovacek,Grocery,121.97,Revolut,digital_wallet,USD,False,True
TXN02554,2019-01-14 12:35:54,Altenwerth-kilback,Home,83.68,Mastercard Gold,credit_card,USD,False,True
TXN04760,2019-01-15 13:39:05,Lynch Ltd,Shopping,2.46,Visa Classic,credit_card,USD,False,True
TXN00287,2019-01-15 17:33:40,Frami Group,Entertainment,219.14,Revolut,digital_wallet,USD,False,True
TXN02876,2019-01-15 19:43:14,Windler Llc,Kids Pets,169.18,Visa Classic,credit_card,USD,False,True
TXN02154,2019-01-15 21:42:08,Hintz,Health Fitness,14.78,Visa Classic,credit_card,USD,False,True
TXN01380,2019-01-16 04:09:03,Swaniawski,Grocery,103.62,Trade Republic,investment_account,USD,False,True
TXN04168,2019-01-16 09:08:24,Fisher Inc,Shopping,792.22,Revolut,digital_wallet,USD,False,True
TXN04908,2019-01-16 21:56:34,Jerde-hermann,Travel,1.16,PayPal,digital_wallet,USD,False,False
TXN01286,2019-01-17 10:29:52,Dach-borer,Grocery,43.92,Visa Classic,credit_card,USD,False,True
TXN04281,2019-01-17 16:27:07,Altenwerth,Shopping,337.95,PayPal,digital_wallet,USD,False,True
TXN02391,2019-01-17 19:10:07,Mcdermott,Home,140.29,PayPal,digital_wallet,USD,False,True
TXN02138,2019-01-17 23:06:19,Turcotte,Health Fitness,23.56,PayPal,digital_wallet,USD,False,True
TXN04642,2019-01-18 00:25:06,Morissette Plc,Shopping,9.17,Visa Classic,credit_card,USD,False,True
TXN00668,2019-01-18 12:38:41,Konopelski,Food Dining,103.99,Visa Classic,credit_card,USD,False,True
TXN03672,2019-01-18 12:55:50,Watsica Llc,Personal Care,68.58,Trade Republic,investment_account,USD,False,True
TXN03815,2019-01-18 16:48:16,Berge,Personal Care,49.33,Revolut,digital_wallet,USD,False,True
TXN04864,2019-01-18 18:22:10,Mclaughlin,Travel,6.18,Revolut,digital_wallet,USD,False,True
TXN00577,2019-01-18 18:59:26,Mccullough,Food Dining,24.54,PayPal,digital_wallet,USD,False,True
TXN04001,2019-01-18 21:15:48,Kub Plc,Personal Care,46.26,Revolut,digital_wallet,USD,False,True
TXN01632,2019-01-19 11:48:24,Bradtke Plc,Grocery,117.58,Revolut,digital_wallet,USD,False,True
TXN01903,2019-01-19 12:58:24,Dare,Health Fitness,69.57,Visa Classic,credit_card,USD,False,True
TXN00658,2019-01-19 19:27:18,Runte-mohr,Food Dining,45.63,Visa Classic,credit_card,USD,False,True
TXN00168,2019-01-19 19:33:18,Wilkinson Ltd,Entertainment,79.66,Mastercard Gold,credit_card,USD,False,True
TXN00035,2019-01-19 20:57:13,Nicolas,Entertainment,150.88,Mastercard Gold,credit_card,USD,False,True
TXN04450,2019-01-20 03:01:44,Quitzon,Shopping,8.9,PayPal,digital_wallet,USD,False,True
TXN04487,2019-01-20 05:36:02,Denesik And Sons,Shopping,2.29,Mastercard Gold,credit_card,USD,False,True
TXN00111,2019-01-20 12:57:49,Kling-ernser,Entertainment,234.25,PayPal,digital_wallet,USD,False,True
TXN02433,2019-01-20 17:56:42,Schmidt-larkin,Home,27.61,Trade Republic,investment_account,USD,False,True
TXN03863,2019-01-20 18:21:33,Friesen-ortiz,Personal Care,12.32,PayPal,digital_wallet,USD,False,True
TXN02909,2019-01-20 22:03:39,Dare,Kids Pets,43.94,Trade Republic,investment_account,USD,False,True
TXN02407,2019-01-20 22:22:49,Connelly-carter,Home,30.01,Revolut,digital_wallet,USD,False,True
TXN03491,2019-01-21 03:32:33,Herzog Ltd,Misc,137.63,PayPal,digital_wallet,USD,False,True
TXN01473,2019-01-21 03:56:34,Koepp-parker,Grocery,110.19,Trade Republic,investment_account,USD,False,True
TXN00993,2019-01-21 04:37:28,Raynor,Gas Transport,68.86,Mastercard Gold,credit_card,USD,False,True
TXN00614,2019-01-21 18:47:57,Kutch,Food Dining,89.24,PayPal,digital_wallet,USD,False,True
TXN01905,2019-01-21 19:12:58,Graham And Sons,Health Fitness,66.46,Trade Republic,investment_account,USD,False,True
TXN04088,2019-01-22 08:37:39,Mosciski,Shopping,3.64,Trade Republic,investment_account,USD,False,True
TXN03569,2019-01-22 18:23:46,Mcglynn-jaskolski,Misc,5.04,Visa Classic,credit_card,USD,False,True
TXN00582,2019-01-22 20:29:17,Bernhard-lesch,Food Dining,25.32,Trade Republic,investment_account,USD,False,True
TXN01874,2019-01-22 22:22:47,Kulas Group,Health Fitness,45.38,Revolut,digital_wallet,USD,False,True
TXN00957,2019-01-23 01:49:24,Jenkins,Gas Transport,73.21,Revolut,digital_wallet,USD,False,True
TXN01114,2019-01-23 11:09:01,Bartoletti-wunsch,Gas Transport,57.12,Revolut,digital_wallet,USD,False,True
TXN00544,2019-01-23 12:02:38,Leannon-ward,Food Dining,1.56,Visa Classic,credit_card,USD,False,True
TXN00316,2019-01-23 21:49:17,Kilback And Sons,Entertainment,67.59,Visa Classic,credit_card,USD,False,True
TXN04938,2019-01-23 22:52:59,Ebert-daugherty,Travel,2.75,Visa Classic,credit_card,USD,False,True
TXN01586,2019-01-24 01:54:50,Wolf Inc,Grocery,186.91,Visa Classic,credit_card,USD,False,True
TXN01673,2019-01-24 03:04:32,Barton Inc,Grocery,62.39,Revolut,digital_wallet,USD,False,True
TXN00950,2019-01-24 04:56:31,Marks Inc,Gas Transport,74.7,PayPal,digital_wallet,USD,False,True
TXN01238,2019-01-24 08:51:39,Collier Inc,Grocery,63.76,Trade Republic,investment_account,USD,False,True
TXN04263,2019-01-24 14:03:14,Schumm Plc,Shopping,9.13,Trade Republic,investment_account,USD,False,True
TXN04702,2019-01-24 20:51:28,Baumbach,Shopping,7.54,Trade Republic,investment_account,USD,False,True
TXN00771,2019-01-25 02:01:00,Berge Llc,Gas Transport,74.97,Revolut,digital_wallet,USD,False,True
TXN01775,2019-01-25 08:29:17,Vandervort-funk,Grocery,96.26,Revolut,digital_wallet,USD,False,True
TXN02723,2019-01-25 13:12:39,Weimann-lockman,Kids Pets,4.34,Visa Classic,credit_card,USD,False,True
TXN00286,2019-01-25 19:56:46,Kilback And Sons,Entertainment,73.04,Revolut,digital_wallet,USD,False,True
TXN00254,2019-01-26 17:19:24,Cormier,Entertainment,33.76,Trade Republic,investment_account,USD,False,True
TXN00463,2019-01-26 18:21:47,Feil,Food Dining,128.16,PayPal,digital_wallet,USD,False,True
TXN03312,2019-01-27 03:44:46,Kuphal-bartoletti,Misc,95.4,PayPal,digital_wallet,USD,False,True
TXN01199,2019-01-27 04:28:59,Heller-langosh,Gas Transport,50.73,PayPal,digital_wallet,USD,False,True
TXN01046,2019-01-27 08:40:09,Kutch,Gas Transport,62.18,Revolut,digital_wallet,USD,False,True
TXN04594,2019-01-27 12:13:11,Daugherty,Shopping,15.31,Visa Classic,credit_card,USD,False,True
TXN02225,2019-01-27 13:17:02,Schiller,Home,56.2,PayPal,digital_wallet,USD,False,True
TXN00382,2019-01-27 14:07:12,Konopelski,Food Dining,21.24,Visa Classic,credit_card,USD,False,True
TXN02672,2019-01-27 17:15:39,Wuckert-goldner,Home,44.46,Trade Republic,investment_account,USD,False,True
TXN01921,2019-01-27 22:26:55,Heller Plc,Health Fitness,41.63,PayPal,digital_wallet,USD,False,True
TXN03418,2019-01-28 04:27:43,Herzog Ltd,Misc,169.43,Trade Republic,investment_account,USD,False,True
TXN03661,2019-01-28 04:37:21,Dickinson Ltd,Misc,3.72,PayPal,digital_wallet,USD,False,True
TXN04608,2019-01-28 08:40:19,Baumbach,Shopping,2.47,Revolut,digital_wallet,USD,False,True
TXN01984,2019-01-28 16:01:08,Carroll Plc,Health Fitness,50.76,PayPal,digital_wallet,USD,False,True
TXN03964,2019-01-28 19:31:24,Lubowitz,Personal Care,2.31,Trade Republic,investment_account,USD,False,True
TXN02573,2019-01-28 20:13:03,Stark-koss,Home,108.85,Revolut,digital_wallet,USD,False,True
TXN04551,2019-01-28 21:31:09,Friesen Inc,Shopping,8.13,PayPal,digital_wallet,USD,False,True
TXN04591,2019-01-29 01:57:09,Pouros-conroy,Shopping,1.43,PayPal,digital_wallet,USD,False,True
TXN02712,2019-01-29 12:18:27,Schoen Ltd,Kids Pets,117.44,PayPal,digital_wallet,USD,False,True
TXN00322,2019-01-29 12:47:11,Upton Plc,Entertainment,70.71,Visa Classic,credit_card,USD,False,True
TXN00327,2019-01-29 15:10:30,Runolfsdottir,Entertainment,25.94,Visa Classic,credit_card,USD,False,True
TXN02133,2019-01-29 16:15:40,Fadel Inc,Health Fitness,76.39,Revolut,digital_wallet,USD,False,True
TXN04890,2019-01-29 16:24:29,Monahan,Travel,4.46,Visa Classic,credit_card,USD,False,True
TXN00610,2019-01-29 17:34:08,Bernhard-lesch,Food Dining,76.65,Mastercard Gold,credit_card,USD,False,True
TXN04666,2019-01-29 21:39:33,Goyette,Shopping,11.39,Mastercard Gold,credit_card,USD,False,True
TXN03483,2019-01-30 05:39:30,Turner,Misc,328.65,Visa Classic,credit_card,USD,False,True
TXN00628,2019-01-30 12:54:37,Schneider,Food Dining,108.92,Mastercard Gold,credit_card,USD,False,True
TXN03858,2019-01-30 15:34:49,Bradtke,Personal Care,157.02,Visa Classic,credit_card,USD,False,True
TXN00395,2019-01-30 23:53:06,Armstrong,Food Dining,10.8,Visa Classic,credit_card,USD,False,True
TXN03372,2019-01-31 09:42:30,Kemmer-buckridge,Misc,8.86,Revolut,digital_wallet,USD,False,True
TXN01422,2019-02-01 04:29:03,Heidenreich Plc,Grocery,92.8,Revolut,digital_wallet,USD,False,True
TXN02701,2019-02-01 17:15:39,Roberts,Kids Pets,110.72,Trade Republic,investment_account,USD,False,True
TXN00424,2019-02-01 18:16:53,Abernathy And Sons,Food Dining,44.69,Trade Republic,investment_account,USD,False,True
TXN01733,2019-02-02 03:38:43,Heller,Grocery,215.45,Visa Classic,credit_card,USD,False,True
TXN01939,2019-02-02 20:42:10,Klocko,Health Fitness,4.11,Visa Classic,credit_card,USD,False,True
TXN04992,2019-02-02 20:45:11,Boyer-haley,Travel,5.77,Revolut,digital_wallet,USD,False,True
TXN02563,2019-02-03 14:01:13,Bahringer,Home,16.67,Trade Republic,investment_account,USD,False,True
TXN03901,2019-02-03 18:27:34,Baumbach Ltd,Personal Care,14.18,Revolut,digital_wallet,USD,False,True
TXN03850,2019-02-03 19:26:16,Wilkinson Llc,Personal Care,61.18,Visa Classic,credit_card,USD,False,True
TXN02058,2019-02-03 20:15:28,Mante,Health Fitness,18.29,PayPal,digital_wallet,USD,False,True
TXN01243,2019-02-04 04:27:12,Jaskolski-dibbert,Grocery,46.23,Trade Republic,investment_account,USD,False,True
TXN00990,2019-02-04 09:02:51,Eichmann,Gas Transport,63.76,Revolut,digital_wallet,USD,False,True
TXN01871,2019-02-04 13:10:16,Carroll Plc,Health Fitness,30.09,Revolut,digital_wallet,USD,False,True
TXN04100,2019-02-04 13:16:21,Goyette Inc,Shopping,81.0,Mastercard Gold,credit_card,USD,False,True
TXN01901,2019-02-04 16:37:46,Roob-okuneva,Health Fitness,24.81,Mastercard Gold,credit_card,USD,False,True
TXN02056,2019-02-04 23:48:40,Hirthe-beier,Health Fitness,92.14,Mastercard Gold,credit_card,USD,False,True
TXN03048,2019-02-05 16:33:32,Metz,Kids Pets,50.64,Visa Classic,credit_card,USD,False,True
TXN04583,2019-02-05 17:24:21,Kuhn Llc,Shopping,157.05,Trade Republic,investment_account,USD,False,True
TXN04641,2019-02-05 20:51:15,Dooley Inc,Shopping,789.26,Trade Republic,investment_account,USD,False,True
TXN00472,2019-02-05 22:35:50,Bernhard-lesch,Food Dining,27.98,Revolut,digital_wallet,USD,False,True
TXN03237,2019-02-06 05:35:06,Block-parisian,Misc,6.85,Visa Classic,credit_card,USD,False,True
TXN00795,2019-02-06 08:24:19,Bins-rice,Gas Transport,61.79,Visa Classic,credit_card,USD,False,True
TXN03117,2019-02-06 10:13:43,Volkman Ltd,Misc,61.12,Visa Classic,credit_card,USD,False,True
TXN02993,2019-02-06 12:53:38,Goyette-gerhold,Kids Pets,17.55,PayPal,digital_wallet,USD,False,True
TXN02193,2019-02-06 17:48:20,Mueller,Health Fitness,28.34,Mastercard Gold,credit_card,USD,False,True
TXN03947,2019-02-06 18:53:42,Yost-rogahn,Personal Care,41.41,Revolut,digital_wallet,USD,False,True
TXN02511,2019-02-07 14:57:35,Connelly-carter,Home,229.05,PayPal,digital_wallet,USD,False,True
TXN00878,2019-02-08 02:39:53,Streich,Gas Transport,46.68,PayPal,digital_wallet,USD,False,True
TXN04723,2019-02-08 04:31:38,Douglas,Shopping,54.85,Visa Classic,credit_card,USD,False,True
TXN00812,2019-02-08 06:48:29,Reilly,Gas Transport,69.91,Visa Classic,credit_card,USD,False,True
TXN01460,2019-02-08 07:08:14,Kiehn-emmerich,Grocery,257.47,Mastercard Gold,credit_card,USD,True,True
TXN04309,2019-02-08 11:05:14,Stanton,Shopping,87.59,PayPal,digital_wallet,USD,False,True
TXN04058,2019-02-08 19:43:58,Kihn,Shopping,2.53,Visa Classic,credit_card,USD,False,True
TXN01762,2019-02-09 03:44:16,Barton Inc,Grocery,151.3,Visa Classic,credit_card,USD,False,True
TXN00781,2019-02-09 08:25:21,Christiansen,Gas Transport,68.7,Trade Republic,investment_account,USD,False,True
TXN04491,2019-02-09 10:43:49,Bernhard,Shopping,9.45,Trade Republic,investment_account,USD,False,True
TXN02685,2019-02-09 15:14:19,Hammes-beatty,Kids Pets,89.2,Revolut,digital_wallet,USD,False,True
TXN00079,2019-02-09 16:58:53,Larson-moen,Entertainment,15.35,Revolut,digital_wallet,USD,False,True
TXN04505,2019-02-09 23:12:27,Beier-hyatt,Shopping,2.53,PayPal,digital_wallet,USD,False,True
TXN01773,2019-02-10 00:50:43,Pacocha-o'reilly,Grocery,108.26,Revolut,digital_wallet,USD,False,True
TXN02934,2019-02-10 13:17:14,Breitenberg-hermiston,Kids Pets,2.29,Visa Classic,credit_card,USD,False,True
TXN02981,2019-02-10 17:10:16,Barton Llc,Kids Pets,38.67,Trade Republic,investment_account,USD,False,True
TXN00192,2019-02-10 17:53:18,Reichel Inc,Entertainment,83.48,Trade Republic,investment_account,USD,False,True
TXN04497,2019-02-11 06:45:02,Jewess Llc,Shopping,5.87,PayPal,digital_wallet,USD,False,True
TXN01858,2019-02-11 10:04:31,Mosciski,Grocery,94.2,Mastercard Gold,credit_card,USD,False,True
TXN03219,2019-02-11 11:10:28,Moore,Misc,7.06,Trade Republic,investment_account,USD,False,True
TXN03676,2019-02-11 12:22:33,Reichel Llc,Personal Care,20.24,Trade Republic,investment_account,USD,False,True
TXN04121,2019-02-11 14:15:49,Zboncak,Shopping,5.38,Trade Republic,investment_account,USD,False,True
TXN02977,2019-02-11 14:44:10,Lang,Kids Pets,17.07,Visa Classic,credit_card,USD,False,True
TXN00581,2019-02-11 19:28:14,Kilback Llc,Food Dining,42.21,Visa Classic,credit_card,USD,False,True
TXN04256,2019-02-11 23:14:36,Medhurst Plc,Shopping,9.45,Mastercard Gold,credit_card,USD,False,True
TXN00970,2019-02-12 07:56:35,Heller-langosh,Gas Transport,75.21,Revolut,digital_wallet,USD,False,True
TXN04155,2019-02-12 11:52:13,Reichert,Shopping,3.69,PayPal,digital_wallet,USD,False,True
TXN04352,2019-02-12 12:14:00,Greenholt,Shopping,48.93,Mastercard Gold,credit_card,USD,False,True
TXN02848,2019-02-12 14:31:14,Weimann-lockman,Kids Pets,27.78,Trade Republic,investment_account,USD,False,True
TXN04287,2019-02-12 14:40:47,Fisher-schowalter,Shopping,437.5,Mastercard Gold,credit_card,USD,False,True
TXN00449,2019-02-12 14:46:40,Schumm,Food Dining,1.89,Revolut,digital_wallet,USD,False,True
TXN00554,2019-02-12 15:57:52,Will Ltd,Food Dining,23.29,Visa Classic,credit_card,USD,False,True
TXN02118,2019-02-12 17:17:36,Fadel Inc,Health Fitness,6.83,PayPal,digital_wallet,USD,False,True
TXN02859,2019-02-12 17:52:01,Crona And Sons,Kids Pets,31.4,Mastercard Gold,credit_card,USD,False,True
TXN03073,2019-02-12 18:21:05,Breitenberg-hermiston,Kids Pets,29.66,Trade Republic,investment_account,USD,False,True
TXN03898,2019-02-12 18:49:37,Watsica Llc,Personal Care,200.85,Revolut,digital_wallet,USD,False,True
TXN03945,2019-02-12 19:09:42,Reichel Llc,Personal Care,16.42,Visa Classic,credit_card,USD,False,True
TXN00744,2019-02-13 03:31:03,Berge Llc,Gas Transport,60.63,Visa Classic,credit_card,USD,False,True
TXN04204,2019-02-13 05:16:51,Goyette Inc,Shopping,9.25,Visa Classic,credit_card,USD,False,True
TXN03460,2019-02-14 07:18:14,Kemmer-buckridge,Misc,41.94,Visa Classic,credit_card,USD,False,True
TXN04643,2019-02-14 10:02:11,Bernhard,Shopping,1.27,Revolut,digital_wallet,USD,False,True
TXN04019,2019-02-14 13:52:21,Reichert,Shopping,58.89,PayPal,digital_wallet,USD,False,True
TXN01196,2019-02-15 01:41:45,Corwin-collins,Gas Transport,60.54,Trade Republic,investment_account,USD,False,True
TXN00068,2019-02-15 02:28:31,Morissette Llc,Entertainment,7.47,Trade Republic,investment_account,USD,False,True
TXN00848,2019-02-15 09:42:23,Kutch Llc,Gas Transport,70.31,Mastercard Gold,credit_card,USD,False,True
TXN02111,2019-02-15 12:21:08,Swaniawski,Health Fitness,148.05,Visa Classic,credit_card,USD,False,True
TXN02004,2019-02-15 12:41:08,Bahringer Group,Health Fitness,99.15,Mastercard Gold,credit_card,USD,False,True
TXN03675,2019-02-15 16:44:40,Hills-boyer,Personal Care,28.29,Mastercard Gold,credit_card,USD,False,True
TXN02965,2019-02-15 17:40:04,Dare,Kids Pets,37.14,Revolut,digital_wallet,USD,False,True
TXN03823,2019-02-15 19:46:33,Walter,Personal Care,1.63,Revolut,digital_wallet,USD,False,True
TXN00058,2019-02-15 20:45:43,Effertz,Entertainment,254.86,Trade Republic,investment_account,USD,False,True
TXN04698,2019-02-16 02:55:58,Jast-mcdermott,Shopping,38.06,Mastercard Gold,credit_card,USD,False,True
TXN02069,2019-02-16 18:36:40,Fadel-hilpert,Health Fitness,56.18,PayPal,digital_wallet,USD,False,True
TXN02761,2019-02-16 22:19:10,Daugherty Llc,Kids Pets,112.88,Visa Classic,credit_card,USD,False,True
TXN01708,2019-02-17 02:08:19,Murray-smitham,Grocery,87.98,Revolut,digital_wallet,USD,False,True
TXN00625,2019-02-17 03:17:42,Connelly Plc,Food Dining,88.1,Revolut,digital_wallet,USD,False,True
TXN01868,2019-02-17 10:25:51,Strosin-cruickshank,Grocery,64.87,Revolut,digital_wallet,USD,False,True
TXN02105,2019-02-17 14:09:46,Kertzmann Llc,Health Fitness,57.62,Mastercard Gold,credit_card,USD,False,True
TXN04437,2019-02-17 15:36:00,Hickle Group,Shopping,6.24,PayPal,digital_wallet,USD,False,True
TXN02640,2019-02-17 18:14:23,Gulgowski Llc,Home,36.63,PayPal,digital_wallet,USD,False,True
TXN00019,2019-02-18 17:16:53,Johns Inc,Entertainment,43.47,PayPal,digital_wallet,USD,False,True
TXN04826,2019-02-18 18:58:43,Daugherty,Shopping,3.53,Mastercard Gold,credit_card,USD,False,True
TXN00140,2019-02-18 19:11:56,Frami Group,Entertainment,117.45,Revolut,digital_wallet,USD,False,True
